param l_act :=
0   43.745513
1   35.860912
2   56.593780
3   57.378745
4   56.566185
5   49.886414
6   57.778265
7   57.798641
8   71.847965
9   81.290944
10  28.068536
11  80.473426
12  34.322930
13  77.940929
14  68.674872
15  59.813641
16  39.698428
17  33.589366
18  52.753400
19  98.495058
20  45.013715
21  55.938563
22  56.860329
23  55.148281 ;
